# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2830       4.508650734901e-12       2.007746551103e-13      -9.439469586014e-14       0.000000000000e+00       7.110504797783e-17       1.285707809360e-17       1.518298562008e-18 
 2831       4.488819824155e-12       2.013141793383e-13      -9.581349801698e-14       0.000000000000e+00       7.097084509550e-17       1.274966322206e-17       1.535976685378e-18 
 2832       4.469201788453e-12       2.018441848869e-13      -9.728099938349e-14       0.000000000000e+00       7.083691149072e-17       1.264243630952e-17       1.552905027792e-18 
 2833       4.449798928410e-12       2.023643049412e-13      -9.879613629256e-14       0.000000000000e+00       7.070324653014e-17       1.253545219104e-17       1.568998273266e-18 
 2834       4.430613550091e-12       2.028741716949e-13      -1.003578418608e-13       0.000000000000e+00       7.056984957671e-17       1.242876585519e-17       1.584170868329e-18 
 2835       4.411647965011e-12       2.033734163495e-13      -1.019650459854e-13       0.000000000000e+00       7.043671998968e-17       1.232243244423e-17       1.598337021819e-18 
 2836       4.392904490148e-12       2.038616691137e-13      -1.036166753417e-13       0.000000000000e+00       7.030385712459e-17       1.221650725418e-17       1.611410704673e-18 
 2837       4.374385447939e-12       2.043385592024e-13      -1.053116533797e-13       0.000000000000e+00       7.017126033330e-17       1.211104573501e-17       1.623305649716e-18 
 2838       4.356093166289e-12       2.048037148359e-13      -1.070489003217e-13       0.000000000000e+00       7.003892896391e-17       1.200610349076e-17       1.633935351459e-18 
 2839       4.338029978575e-12       2.052567632388e-13      -1.088273331590e-13       0.000000000000e+00       6.990686236085e-17       1.190173627966e-17       1.643213065881e-18 
 2840       4.320198223651e-12       2.056973306395e-13      -1.106458656493e-13       0.000000000000e+00       6.977505986479e-17       1.179800001427e-17       1.651051810229e-18 
 2841       4.302600245849e-12       2.061250422689e-13      -1.125034083134e-13       0.000000000000e+00       6.964352081271e-17       1.169495076163e-17       1.657364362807e-18 
 2842       4.285238394990e-12       2.065395223602e-13      -1.143988684328e-13       0.000000000000e+00       6.951224453784e-17       1.159264474339e-17       1.662063262765e-18 
 2843       4.268115026381e-12       2.069403941471e-13      -1.163311500466e-13       0.000000000000e+00       6.938123036967e-17       1.149113833592e-17       1.665060809893e-18 
 2844       4.251232500824e-12       2.073272798641e-13      -1.182991539484e-13       0.000000000000e+00       6.925047763399e-17       1.139048807049e-17       1.666269064411e-18 
 2845       4.234592630568e-12       2.076998502441e-13      -1.203017664802e-13       0.000000000000e+00       6.911998568166e-17       1.129074433852e-17       1.665628594180e-18 
 2846       4.218195014040e-12       2.080579732964e-13      -1.223378258560e-13       0.000000000000e+00       6.898975397533e-17       1.119193247189e-17       1.663194878414e-18 
 2847       4.202038692548e-12       2.084015662933e-13      -1.244061556591e-13       0.000000000000e+00       6.885978200321e-17       1.109407156549e-17       1.659052348339e-18 
 2848       4.186122703556e-12       2.087305463398e-13      -1.265055760266e-13       0.000000000000e+00       6.873006925023e-17       1.099718076333e-17       1.653285680395e-18 
 2849       4.170446080674e-12       2.090448303741e-13      -1.286349036461e-13       0.000000000000e+00       6.860061519806e-17       1.090127925851e-17       1.645979796447e-18 
 2850       4.155007853657e-12       2.093443351667e-13      -1.307929517532e-13       0.000000000000e+00       6.847141932508e-17       1.080638629331e-17       1.637219864011e-18 
 2851       4.139807048405e-12       2.096289773208e-13      -1.329785301281e-13       0.000000000000e+00       6.834248110641e-17       1.071252115922e-17       1.627091296465e-18 
 2852       4.124842686952e-12       2.098986732719e-13      -1.351904450922e-13       0.000000000000e+00       6.821380001391e-17       1.061970319695e-17       1.615679753269e-18 
 2853       4.110113787468e-12       2.101533392877e-13      -1.374274995059e-13       0.000000000000e+00       6.808537551611e-17       1.052795179653e-17       1.603071140182e-18 
 2854       4.095619364252e-12       2.103928914683e-13      -1.396884927646e-13       0.000000000000e+00       6.795720707830e-17       1.043728639730e-17       1.589351609480e-18 
 2855       4.081358427732e-12       2.106172457455e-13      -1.419722207963e-13       0.000000000000e+00       6.782929416245e-17       1.034772648797e-17       1.574607560173e-18 
 2856       4.067329984456e-12       2.108263178832e-13      -1.442774760582e-13       0.000000000000e+00       6.770163622727e-17       1.025929160668e-17       1.558925638225e-18 
 2857       4.053533037093e-12       2.110200234769e-13      -1.466030475338e-13       0.000000000000e+00       6.757423272813e-17       1.017200134101e-17       1.542392736768e-18 
 2858       4.039966584427e-12       2.111982779538e-13      -1.489477207297e-13       0.000000000000e+00       6.744708311714e-17       1.008587532804e-17       1.525095996321e-18 
 2859       4.026629621353e-12       2.113609965726e-13      -1.513102776726e-13       0.000000000000e+00       6.732018684308e-17       1.000093325439e-17       1.507122805008e-18 
 2860       4.013521138874e-12       2.115080944233e-13      -1.536894969063e-13       0.000000000000e+00       6.719354335145e-17       9.917194856254e-18       1.488560798775e-18 
 2861       4.000640124100e-12       2.116394864273e-13      -1.560841534885e-13       0.000000000000e+00       6.706715208441e-17       9.834679919460e-18       1.469497861610e-18 
 2862       3.987985560237e-12       2.117550873370e-13      -1.584930189878e-13       0.000000000000e+00       6.694101248082e-17       9.753408279489e-18       1.450022125756e-18 
 2863       3.975556426591e-12       2.118548117357e-13      -1.609148614808e-13       0.000000000000e+00       6.681512397622e-17       9.673399821528e-18       1.430221971933e-18 
 2864       3.963351698560e-12       2.119385740377e-13      -1.633484455486e-13       0.000000000000e+00       6.668948600285e-17       9.594674480512e-18       1.410186029551e-18 
 2865       3.951370347631e-12       2.120062884881e-13      -1.657925322742e-13       0.000000000000e+00       6.656409798959e-17       9.517252241164e-18       1.390003176933e-18 
 2866       3.939611341378e-12       2.120578691624e-13      -1.682458792393e-13       0.000000000000e+00       6.643895936201e-17       9.441153138037e-18       1.369762541528e-18 
 2867       3.928073643454e-12       2.120932299668e-13      -1.707072405209e-13       0.000000000000e+00       6.631406954236e-17       9.366397255556e-18       1.349553500132e-18 
 2868       3.916756213594e-12       2.121122846376e-13      -1.731753666889e-13       0.000000000000e+00       6.618942794954e-17       9.293004728059e-18       1.329465679102e-18 
 2869       3.905658007605e-12       2.121149467414e-13      -1.756490048023e-13       0.000000000000e+00       6.606503399911e-17       9.220995739837e-18       1.309588954578e-18 
 2870       3.894777977365e-12       2.121011296752e-13      -1.781268984067e-13       0.000000000000e+00       6.594088710330e-17       9.150390525180e-18       1.290013452696e-18 
 2871       3.884115070819e-12       2.120707466655e-13      -1.806077875309e-13       0.000000000000e+00       6.581698667098e-17       9.081209368417e-18       1.270829549808e-18 
 2872       3.873668231975e-12       2.120237107689e-13      -1.830904086841e-13       0.000000000000e+00       6.569333210769e-17       9.013472603953e-18       1.252127872701e-18 
 2873       3.863436400901e-12       2.119599348718e-13      -1.855734948525e-13       0.000000000000e+00       6.556992281560e-17       8.947200616318e-18       1.233999298809e-18 
 2874       3.853418513722e-12       2.118793316900e-13      -1.880557754967e-13       0.000000000000e+00       6.544675819353e-17       8.882413840206e-18       1.216534956440e-18 
 2875       3.843613502612e-12       2.117818137687e-13      -1.905359765479e-13       0.000000000000e+00       6.532383763695e-17       8.819132760512e-18       1.199826224982e-18 
 2876       3.834020295795e-12       2.116672934827e-13      -1.930128204058e-13       0.000000000000e+00       6.520116053794e-17       8.757377912381e-18       1.183964735132e-18 
 2877       3.824637817542e-12       2.115356830358e-13      -1.954850259347e-13       0.000000000000e+00       6.507872628526e-17       8.697169881245e-18       1.169042369105e-18 
 2878       3.815464988160e-12       2.113868944609e-13      -1.979513084609e-13       0.000000000000e+00       6.495653426425e-17       8.638529302867e-18       1.155151260854e-18 
 2879       3.806500723996e-12       2.112208396200e-13      -2.004103797696e-13       0.000000000000e+00       6.483458385691e-17       8.581476863381e-18       1.142383796292e-18 
 2880       3.797743937432e-12       2.110374302037e-13      -2.028609481014e-13       0.000000000000e+00       6.471287444185e-17       8.526033299335e-18       1.130832613502e-18 
 2881       3.789193536876e-12       2.108365777314e-13      -2.053017181498e-13       0.000000000000e+00       6.459140539430e-17       8.472219397730e-18       1.120590602960e-18 
 2882       3.780848426765e-12       2.106181935511e-13      -2.077313910581e-13       0.000000000000e+00       6.447017608611e-17       8.420055996066e-18       1.111750907753e-18 
 2883       3.772707507556e-12       2.103821888393e-13      -2.101486644156e-13       0.000000000000e+00       6.434918588574e-17       8.369563982381e-18       1.104406923790e-18 
 2884       3.764769411119e-12       2.101285118594e-13      -2.125523177212e-13       0.000000000000e+00       6.422843420739e-17       8.320754706519e-18       1.098623942964e-18 
 2885       3.757031705441e-12       2.098572599453e-13      -2.149414692496e-13       0.000000000000e+00       6.410792065867e-17       8.273601160651e-18       1.094353924846e-18 
 2886       3.749491685874e-12       2.095685680866e-13      -2.173153204832e-13       0.000000000000e+00       6.398764489365e-17       8.228066652486e-18       1.091520292603e-18 
 2887       3.742146639370e-12       2.092625717214e-13      -2.196730707628e-13       0.000000000000e+00       6.386760656384e-17       8.184114380651e-18       1.090046250568e-18 
 2888       3.734993844468e-12       2.089394067373e-13      -2.220139172857e-13       0.000000000000e+00       6.374780531816e-17       8.141707434598e-18       1.089854784043e-18 
 2889       3.728030571292e-12       2.085992094713e-13      -2.243370551039e-13       0.000000000000e+00       6.362824080294e-17       8.100808794505e-18       1.090868659108e-18 
 2890       3.721254081542e-12       2.082421167105e-13      -2.266416771227e-13       0.000000000000e+00       6.350891266192e-17       8.061381331181e-18       1.093010422433e-18 
 2891       3.714661628484e-12       2.078682656926e-13      -2.289269740982e-13       0.000000000000e+00       6.338982053623e-17       8.023387805970e-18       1.096202401083e-18 
 2892       3.708250456945e-12       2.074777941060e-13      -2.311921346360e-13       0.000000000000e+00       6.327096406443e-17       7.986790870651e-18       1.100366702329e-18 
 2893       3.702017803306e-12       2.070708400903e-13      -2.334363451890e-13       0.000000000000e+00       6.315234288246e-17       7.951553067344e-18       1.105425213456e-18 
 2894       3.695960895492e-12       2.066475422369e-13      -2.356587900558e-13       0.000000000000e+00       6.303395662368e-17       7.917636828414e-18       1.111299601570e-18 
 2895       3.690076952965e-12       2.062080395893e-13      -2.378586513788e-13       0.000000000000e+00       6.291580491881e-17       7.885004476373e-18       1.117911313408e-18 
 2896       3.684363186718e-12       2.057524716433e-13      -2.400351091424e-13       0.000000000000e+00       6.279788739599e-17       7.853618223783e-18       1.125181575149e-18 
 2897       3.678816799267e-12       2.052809783478e-13      -2.421873411710e-13       0.000000000000e+00       6.268020368074e-17       7.823440173161e-18       1.133031392216e-18 
 2898       3.673434984642e-12       2.047937001049e-13      -2.443145231275e-13       0.000000000000e+00       6.256275339597e-17       7.794432316881e-18       1.141381549092e-18 
